Date,Open,High,Low,Close*,Adj Close**,Volume,3day_before_change
"Dec 13, 2019",71.78,73.95,71.78,73.72,73.72,"2,317,200",0.9989148128052089
"Dec 12, 2019",72.76,72.83,71.44,71.97,71.97,"1,419,400",1.0127764802857535
"Dec 11, 2019",72.85,72.96,71.20,72.46,72.46,"1,951,500",0.9537503313013518
"Dec 10, 2019",75.30,75.38,71.79,72.79,72.79,"3,156,200",-
"Dec 09, 2019",75.51,76.28,73.90,75.46,75.46,"2,735,700",-
"Dec 06, 2019",74.94,75.85,71.06,75.57,75.57,"9,987,500",0.9985443959243085
"Dec 05, 2019",70.20,70.47,68.95,69.50,69.50,"3,233,000",1.0691850594227503
"Dec 04, 2019",71.01,71.90,69.10,70.00,70.00,"2,347,900",0.9939931350114416
"Dec 03, 2019",67.69,70.87,66.97,70.68,70.68,"2,003,300",-
"Dec 02, 2019",72.44,72.50,68.37,69.92,69.92,"2,258,600",-
"Nov 29, 2019",71.44,71.97,70.88,71.21,71.21,"691,700",0.9818845667743296
"Nov 27, 2019",72.16,72.69,71.18,71.66,71.66,"1,115,600",0.9847877195408656
"Nov 26, 2019",71.75,72.61,70.73,72.31,72.31,"1,765,800",-
"Nov 25, 2019",71.63,73.22,71.26,71.50,71.50,"3,016,800",-
"Nov 22, 2019",70.30,71.31,69.29,71.12,71.12,"2,055,800",1.0053430821147356
"Nov 21, 2019",69.29,71.50,69.20,69.94,69.94,"3,687,100",1.068349106203996
"Nov 20, 2019",66.54,68.30,66.40,67.89,67.89,"1,878,300",1.0492049204920493
"Nov 19, 2019",66.92,67.15,65.83,66.57,66.57,"2,483,700",-
"Nov 18, 2019",67.48,67.75,66.24,66.66,66.66,"1,756,800",-
"Nov 15, 2019",67.90,68.47,67.08,67.78,67.78,"1,151,300",0.9834759516081439
"Nov 14, 2019",68.00,68.60,67.40,67.75,67.75,"988,400",1.0114908222653334
"Nov 13, 2019",66.69,68.03,66.45,67.82,67.82,"1,110,200",1.0074349442379182
"Nov 12, 2019",67.48,67.77,66.36,67.01,67.01,"1,268,800",-
"Nov 11, 2019",66.65,68.47,66.54,67.25,67.25,"1,335,100",-
"Nov 08, 2019",65.47,66.79,65.00,66.73,66.73,"1,331,000",1.0077925970328188
"Nov 07, 2019",66.25,67.35,65.32,65.41,65.41,"1,210,900",1.0110606060606062
"Nov 06, 2019",66.28,66.31,64.25,66.08,66.08,"1,989,600",0.9555880204528853
"Nov 05, 2019",68.61,68.84,65.91,66.00,66.00,"2,233,400",-
"Nov 04, 2019",68.00,69.89,67.62,68.45,68.45,"3,044,900",-
"Nov 01, 2019",66.78,68.00,65.78,66.88,66.88,"1,791,200",1.0234748803827753
"Oct 31, 2019",66.77,66.77,64.97,66.19,66.19,"1,191,400",1.0073806296128935
"Oct 30, 2019",66.63,66.90,65.24,66.77,66.77,"1,209,600",0.9972879312942593
"Oct 29, 2019",66.19,67.10,65.83,66.39,66.39,"1,125,400",-
"Oct 28, 2019",65.67,66.87,65.59,66.37,66.37,"1,159,900",-
"Oct 25, 2019",64.62,66.11,64.20,65.40,65.40,"1,051,900",1.0148318042813456
"Oct 24, 2019",63.71,65.22,63.37,64.91,64.91,"1,518,100",1.0348101265822784
